L_anypoint_x,L_anypoint_y,R_anypoint_x,R_anypoint_y,Confidence
1688.000,48.000,1638.802,72.432,0.759
812.000,674.000,693.435,704.975,0.759
2532.000,32.000,2300.693,64.563,0.759
552.000,698.000,410.173,704.036,0.759
1156.000,1478.000,978.265,1495.423,0.759
600.000,1598.000,391.049,1616.239,0.759
1124.000,1478.000,945.438,1493.360,0.759
416.000,586.000,231.048,602.799,0.759
616.000,988.000,471.880,997.747,0.759
1416.000,930.000,1399.171,942.834,0.759
1368.000,802.000,1370.765,815.434,0.759
336.000,778.000,137.838,792.846,0.759
1584.000,778.000,1560.811,793.066,0.759
756.000,1084.000,683.688,1098.655,0.759
376.000,802.000,191.747,818.348,0.758
2556.000,272.000,2333.458,296.997,0.758
600.000,522.000,463.749,539.873,0.758
2204.000,770.000,2002.231,865.733,0.758
2300.000,1348.000,2114.926,1365.668,0.758
1496.000,1308.000,1369.091,1323.098,0.758
2540.000,280.000,2316.411,303.405,0.758
1260.000,706.000,1244.273,721.864,0.758
728.000,786.000,613.213,801.052,0.758
2468.000,602.000,2252.935,666.324,0.758
2348.000,996.000,2164.141,1011.826,0.758
1616.000,1092.000,1591.603,1105.755,0.758
2532.000,168.000,2309.788,199.426,0.758
1336.000,930.000,1318.313,944.592,0.758
948.000,1228.000,858.699,1245.124,0.757
2372.000,144.000,2163.583,174.237,0.757
360.000,850.000,167.959,865.354,0.757
1944.000,16.000,1895.595,45.368,0.757
1148.000,996.000,1067.633,1010.368,0.757
1456.000,874.000,1438.425,888.797,0.757
536.000,376.000,360.484,369.455,0.757
560.000,1004.000,416.030,1019.876,0.757
688.000,1124.000,608.149,1140.252,0.757
2484.000,1308.000,2377.917,1291.114,0.757
664.000,682.000,543.539,690.956,0.757
1568.000,722.000,1544.254,737.173,0.757
2260.000,344.000,2076.380,361.310,0.757
264.000,650.000,49.138,665.037,0.757
1408.000,1084.000,1381.524,1098.005,0.756
1076.000,1276.000,979.264,1290.738,0.756
1728.000,544.000,1736.632,488.100,0.756
1236.000,938.000,1210.879,952.025,0.756
1584.000,618.000,1564.829,632.470,0.756
592.000,1252.000,482.112,1268.731,0.756
1528.000,554.000,1487.157,572.125,0.756
1244.000,1108.000,1203.041,1125.562,0.756
1592.000,1276.000,1551.846,1283.814,0.756
1180.000,1470.000,1005.558,1485.801,0.756
592.000,538.000,457.532,561.759,0.756
1384.000,1044.000,1365.420,1060.643,0.756
528.000,866.000,370.005,881.264,0.756
1672.000,770.000,1648.772,786.538,0.756
520.000,762.000,362.175,777.128,0.756
624.000,1244.000,516.984,1260.871,0.756
2548.000,176.000,2323.486,209.153,0.755
1472.000,714.000,1453.502,727.641,0.755
504.000,738.000,341.522,753.914,0.755
1060.000,1076.000,971.718,1091.890,0.755
2228.000,88.000,2043.797,120.030,0.755
368.000,882.000,174.948,898.209,0.755
812.000,498.000,789.389,516.334,0.755
1268.000,1124.000,1229.088,1138.777,0.755
972.000,1260.000,883.861,1275.834,0.755
632.000,562.000,497.689,578.600,0.755
884.000,746.000,780.066,763.074,0.755
656.000,578.000,535.281,596.036,0.754
2396.000,1076.000,2203.018,1092.729,0.754
1504.000,1284.000,1376.955,1297.592,0.754
788.000,1204.000,683.198,1221.772,0.754
1044.000,1252.000,956.581,1267.459,0.754
1196.000,1516.000,1166.401,1508.757,0.754
2468.000,1502.000,2262.469,1517.981,0.754
656.000,1292.000,550.878,1309.245,0.754
868.000,658.000,765.102,673.943,0.754
440.000,874.000,264.046,888.042,0.754
1624.000,512.000,1602.173,527.350,0.754
1108.000,1036.000,1026.567,1050.424,0.754
264.000,882.000,49.574,895.857,0.753
480.000,842.000,319.302,857.489,0.753
2324.000,1044.000,2140.866,1059.682,0.753
940.000,1300.000,834.980,1315.899,0.753
2164.000,1172.000,2003.267,1155.562,0.753
384.000,802.000,200.426,818.381,0.753
1172.000,1436.000,1108.242,1450.216,0.753
1156.000,1324.000,1049.744,1338.093,0.753
1132.000,474.000,1115.843,563.202,0.753
724.000,1124.000,645.004,1137.904,0.753
304.000,682.000,96.062,696.461,0.753
528.000,1100.000,367.597,1117.594,0.753
1392.000,762.000,1376.502,777.800,0.753
328.000,826.000,126.997,843.546,0.753
1488.000,506.000,1466.065,522.589,0.753
2476.000,1308.000,2369.862,1291.146,0.753
256.000,1244.000,32.536,1260.396,0.753
656.000,658.000,528.228,673.646,0.752
1124.000,1398.000,997.254,1413.102,0.752
2436.000,112.000,2220.197,142.337,0.752
1728.000,1068.000,1696.642,1081.476,0.752
708.000,1076.000,581.183,1091.305,0.752
624.000,562.000,489.094,577.713,0.752
1148.000,754.000,1067.562,769.021,0.752
1576.000,786.000,1552.420,799.762,0.752
1276.000,1180.000,1212.416,1194.312,0.752
1536.000,1068.000,1514.880,1082.312,0.752
1792.000,80.000,1741.624,105.648,0.752
296.000,794.000,89.125,812.306,0.752
232.000,562.000,14.021,578.143,0.752
1084.000,1454.000,916.861,1470.663,0.752
1268.000,1092.000,1234.771,1108.134,0.752
1076.000,1502.000,882.447,1535.259,0.752
1776.000,48.000,1734.058,73.680,0.752
1640.000,1140.000,1616.994,1130.849,0.752
624.000,738.000,489.741,755.449,0.751
1536.000,906.000,1514.448,920.531,0.751
680.000,1452.000,527.249,1466.971,0.751
1464.000,1076.000,1445.912,1089.816,0.751
892.000,714.000,789.860,729.719,0.751
804.000,480.000,781.276,495.883,0.751
2316.000,1044.000,2132.588,1060.500,0.751
884.000,802.000,780.045,816.404,0.751
860.000,1188.000,765.256,1203.161,0.751
1156.000,1308.000,1061.004,1324.607,0.751
1736.000,634.000,1704.524,649.521,0.751
1712.000,658.000,1680.099,674.777,0.751
892.000,1308.000,782.065,1323.821,0.750
964.000,1140.000,875.674,1154.864,0.750
2132.000,1324.000,2003.872,1340.259,0.750
956.000,1076.000,861.153,1091.346,0.750
692.000,1204.000,594.531,1218.470,0.750
1872.000,16.000,1823.629,42.696,0.750
616.000,698.000,481.412,705.285,0.750
748.000,858.000,629.287,872.117,0.750
884.000,456.000,860.593,472.397,0.750
1188.000,1478.000,1011.146,1494.733,0.750
1044.000,1390.000,909.072,1406.479,0.750
416.000,80.000,375.944,88.056,0.750
1392.000,938.000,1375.686,953.479,0.749
1060.000,1100.000,1027.533,1114.490,0.749
1584.000,642.000,1561.987,657.828,0.749
1552.000,1252.000,1474.990,1269.339,0.749
860.000,858.000,755.103,872.947,0.749
488.000,794.000,322.326,809.982,0.749
1156.000,1004.000,1077.434,1019.242,0.749
1584.000,594.000,1561.438,610.953,0.749
1864.000,16.000,1815.271,42.681,0.749
916.000,770.000,820.352,787.237,0.749
728.000,512.000,600.901,523.066,0.749
552.000,850.000,401.196,864.813,0.749
1528.000,1412.000,1391.971,1428.364,0.749
288.000,858.000,78.667,872.902,0.749
812.000,528.000,787.287,543.240,0.749
820.000,1196.000,723.366,1212.668,0.749
1156.000,1396.000,1026.924,1411.395,0.749
2572.000,898.000,2349.621,914.026,0.749
328.000,1084.000,122.329,1099.286,0.749
908.000,770.000,812.043,786.947,0.749
1720.000,1028.000,1688.893,1042.437,0.748
732.000,602.000,618.387,619.162,0.748
1624.000,1398.000,1493.992,1412.425,0.748
432.000,818.000,250.204,834.408,0.748
232.000,490.000,15.182,506.192,0.748
2300.000,1004.000,2125.076,1020.658,0.748
664.000,770.000,536.000,785.484,0.748
1728.000,1084.000,1696.834,1098.851,0.748
812.000,506.000,789.431,523.658,0.748
632.000,512.000,496.053,527.100,0.748
860.000,360.000,834.294,378.164,0.748
1276.000,1116.000,1237.843,1133.302,0.748
2508.000,458.000,2293.203,480.672,0.748
1432.000,544.000,1408.412,559.910,0.748
740.000,610.000,625.457,626.541,0.747
384.000,466.000,184.607,456.714,0.747
1608.000,1308.000,1480.019,1321.606,0.747
1220.000,866.000,1196.253,880.523,0.747
868.000,400.000,850.539,440.233,0.747
448.000,1398.000,298.462,1414.112,0.747
416.000,802.000,231.553,817.492,0.747
360.000,562.000,166.913,579.161,0.747
1736.000,16.000,1689.430,42.178,0.747
956.000,1212.000,867.387,1228.875,0.747
1592.000,586.000,1568.700,602.500,0.747
1260.000,842.000,1234.036,856.786,0.747
624.000,1268.000,520.356,1286.243,0.746
616.000,554.000,481.231,571.363,0.746
712.000,1300.000,617.101,1316.981,0.746
1092.000,1092.000,1051.137,1106.710,0.746
1204.000,1100.000,1166.271,1114.371,0.746
1028.000,1180.000,956.208,1195.328,0.746
852.000,922.000,746.540,938.886,0.746
1236.000,1012.000,1205.936,1025.402,0.746
2524.000,208.000,2299.398,231.707,0.746
756.000,1340.000,637.717,1357.479,0.746
2460.000,1060.000,2258.844,1074.510,0.746
900.000,874.000,798.575,890.197,0.746
2052.000,1332.000,1922.139,1340.913,0.746
2380.000,474.000,2180.648,488.812,0.746
712.000,570.000,596.803,586.216,0.746
1784.000,858.000,1753.453,873.678,0.745
448.000,746.000,272.815,762.556,0.745
272.000,1100.000,53.567,1116.190,0.745
1156.000,938.000,1074.914,952.399,0.745
1204.000,1550.000,997.064,1565.594,0.745
1760.000,64.000,1713.268,87.090,0.745
2284.000,400.000,2116.280,465.965,0.745
1536.000,882.000,1514.215,897.803,0.745
2016.000,24.000,1992.257,16.211,0.745
640.000,536.000,511.460,554.634,0.745
884.000,1180.000,788.260,1195.543,0.745
1180.000,1236.000,1093.667,1251.943,0.745
700.000,1036.000,580.184,1051.990,0.745
2412.000,24.000,2188.665,54.818,0.745
748.000,650.000,635.604,667.379,0.745
312.000,1020.000,104.037,1034.702,0.745
320.000,200.000,167.843,255.700,0.744
1704.000,610.000,1682.560,625.660,0.744
608.000,1550.000,407.199,1569.067,0.744
1196.000,996.000,1122.825,1013.360,0.744
1108.000,1332.000,997.652,1348.232,0.744
2364.000,730.000,2171.452,784.788,0.744
2220.000,1492.000,2050.352,1516.910,0.744
860.000,1204.000,762.492,1221.717,0.744
2452.000,168.000,2228.897,199.781,0.744
756.000,810.000,642.791,825.653,0.744
1824.000,634.000,1777.306,651.110,0.744
1252.000,1340.000,1140.613,1355.081,0.744
1276.000,1236.000,1196.995,1252.363,0.744
916.000,682.000,820.060,697.422,0.744
1560.000,762.000,1535.533,778.288,0.744
900.000,1148.000,806.948,1164.294,0.744
1656.000,432.000,1630.409,447.262,0.744
1204.000,1092.000,1166.351,1106.450,0.744
448.000,554.000,271.731,572.218,0.744
1276.000,1462.000,1107.755,1479.117,0.744
440.000,1460.000,278.981,1474.971,0.744
860.000,1044.000,747.227,1058.175,0.744
1132.000,586.000,1116.690,602.300,0.743
2268.000,336.000,2083.755,353.240,0.743
2484.000,914.000,2293.005,929.466,0.743
1544.000,546.000,1501.839,563.022,0.743
1140.000,1044.000,1060.156,1058.633,0.743
320.000,1084.000,111.900,1099.853,0.743
296.000,874.000,88.763,887.238,0.743
600.000,1244.000,493.954,1259.218,0.743
876.000,1060.000,771.927,1075.114,0.743
1376.000,674.000,1358.285,689.474,0.743
1488.000,368.000,1462.281,383.992,0.743
624.000,536.000,489.430,553.078,0.743
240.000,1212.000,15.155,1228.048,0.743
1036.000,1052.000,955.786,1068.108,0.742
1560.000,1388.000,1433.485,1402.765,0.742
1576.000,930.000,1553.526,945.081,0.742
1252.000,498.000,1228.808,512.661,0.742
1680.000,1276.000,1569.200,1290.954,0.742
836.000,560.000,714.985,566.259,0.742
2348.000,988.000,2165.387,1003.198,0.742
1360.000,746.000,1342.627,762.431,0.742
576.000,1462.000,389.971,1479.940,0.742
632.000,1012.000,498.085,1026.722,0.742
796.000,498.000,773.567,515.782,0.742
2100.000,1414.000,1938.992,1438.499,0.742
2212.000,1446.000,2044.759,1469.158,0.742
1076.000,522.000,1052.217,536.555,0.742
1036.000,1188.000,961.952,1203.572,0.742
344.000,786.000,146.467,801.774,0.742
748.000,746.000,636.935,762.825,0.742
884.000,1084.000,789.625,1099.754,0.741
1076.000,514.000,1053.027,528.650,0.741
1220.000,594.000,1201.958,609.602,0.741
1036.000,1348.000,924.560,1364.210,0.741
640.000,810.000,504.415,823.564,0.741
2436.000,930.000,2244.327,946.261,0.741
1464.000,1036.000,1447.026,1050.694,0.741
1260.000,1332.000,1149.235,1347.780,0.741
1720.000,762.000,1687.967,779.908,0.741
2540.000,176.000,2316.686,209.490,0.741
1528.000,1380.000,1398.067,1395.434,0.740
828.000,1212.000,722.021,1226.873,0.740
1664.000,802.000,1641.549,816.366,0.740
1132.000,1268.000,1045.509,1285.807,0.740
1608.000,562.000,1584.694,577.462,0.740
368.000,1036.000,168.189,1099.977,0.740
1252.000,456.000,1227.980,473.253,0.740
2300.000,112.000,2106.369,135.935,0.740
1616.000,1316.000,1487.870,1330.361,0.740
1276.000,706.000,1259.421,723.790,0.740
2508.000,528.000,2298.258,542.641,0.740
1584.000,746.000,1560.656,761.013,0.740
1020.000,1148.000,948.981,1163.604,0.740
828.000,1028.000,718.170,1042.909,0.740
296.000,866.000,87.830,879.682,0.740
680.000,834.000,558.910,848.997,0.740
528.000,730.000,370.617,745.234,0.740
672.000,818.000,546.819,833.713,0.740
1608.000,514.000,1585.500,529.623,0.739
1260.000,562.000,1236.273,578.621,0.739
568.000,826.000,424.358,842.812,0.739
1076.000,480.000,1053.091,494.345,0.739
584.000,890.000,441.053,904.415,0.739
1236.000,1004.000,1205.656,1018.054,0.739
836.000,528.000,812.799,543.796,0.739
852.000,690.000,749.566,706.007,0.739
2500.000,818.000,2323.094,841.925,0.739
584.000,666.000,442.555,682.734,0.739
2316.000,56.000,2118.886,86.682,0.739
1752.000,826.000,1720.951,840.886,0.739
1608.000,536.000,1584.874,550.812,0.738
2540.000,1422.000,2460.227,1372.940,0.738
1060.000,410.000,1036.320,427.220,0.738
368.000,248.000,217.252,295.733,0.738
584.000,818.000,441.708,832.991,0.738
1156.000,930.000,1075.592,944.298,0.738
576.000,706.000,432.465,713.385,0.738
2000.000,1228.000,1888.287,1257.524,0.738
1336.000,988.000,1315.182,1003.562,0.738
1092.000,1340.000,981.810,1357.307,0.738
576.000,938.000,433.959,952.792,0.738
328.000,618.000,126.435,641.665,0.738
368.000,658.000,176.589,673.760,0.738
2324.000,906.000,2158.709,921.305,0.738
600.000,514.000,462.477,531.738,0.738
860.000,1164.000,763.420,1178.542,0.738
544.000,618.000,401.562,643.200,0.738
1084.000,618.000,1062.526,631.578,0.738
1456.000,530.000,1439.334,545.973,0.738
312.000,1204.000,103.720,1220.088,0.738
1180.000,1124.000,1140.601,1139.592,0.738
1360.000,922.000,1338.212,937.312,0.737
2308.000,1196.000,2125.212,1201.302,0.737
1488.000,1430.000,1343.265,1443.656,0.737
1188.000,1020.000,1114.281,1035.017,0.737
1712.000,762.000,1681.969,780.165,0.737
852.000,498.000,833.950,516.442,0.737
700.000,1212.000,603.175,1225.750,0.737
2356.000,922.000,2178.316,939.090,0.737
1544.000,1084.000,1520.976,1097.400,0.737
640.000,714.000,510.131,729.565,0.737
240.000,480.000,22.990,496.999,0.737
1384.000,754.000,1365.547,770.847,0.736
796.000,690.000,675.180,697.407,0.736
2124.000,1260.000,1987.689,1267.339,0.736
304.000,802.000,97.566,819.479,0.736
740.000,1292.000,642.103,1307.921,0.736
1496.000,506.000,1474.863,523.220,0.736
616.000,1300.000,511.238,1315.345,0.736
2372.000,392.000,2171.175,417.852,0.736
1608.000,482.000,1567.479,500.602,0.736
1840.000,208.000,1845.517,167.386,0.736
2332.000,1204.000,2148.879,1209.226,0.736
1448.000,1172.000,1430.304,1188.572,0.736
1068.000,410.000,1043.855,428.188,0.736
860.000,1012.000,754.489,1027.100,0.736
632.000,472.000,528.125,504.448,0.736
1180.000,1148.000,1109.361,1163.058,0.736
624.000,1028.000,488.470,1045.011,0.736
1212.000,458.000,1195.197,549.365,0.736
828.000,578.000,708.776,586.269,0.736
568.000,650.000,423.887,666.825,0.735
2292.000,168.000,2100.515,190.672,0.735
512.000,722.000,352.317,739.644,0.735
1592.000,754.000,1569.583,767.207,0.735
1180.000,1156.000,1107.461,1171.327,0.735
852.000,480.000,830.460,495.889,0.735
1344.000,1068.000,1321.634,1081.898,0.735
1164.000,1428.000,1101.155,1442.708,0.735
368.000,906.000,176.359,919.375,0.735
2540.000,408.000,2323.822,431.699,0.735
1936.000,24.000,1885.763,52.960,0.735
1408.000,842.000,1391.863,855.812,0.734
796.000,1244.000,690.433,1267.404,0.734
2364.000,144.000,2155.739,174.365,0.734
1880.000,80.000,1824.472,112.140,0.734
1188.000,1012.000,1115.354,1028.522,0.734
2396.000,184.000,2180.711,216.780,0.734
296.000,778.000,89.011,795.125,0.734
932.000,1356.000,813.102,1377.648,0.734
1172.000,1020.000,1090.807,1035.663,0.734
1624.000,1252.000,1697.324,1245.237,0.734
1576.000,738.000,1554.326,752.192,0.734
2452.000,1060.000,2252.703,1073.550,0.734
1268.000,1180.000,1204.216,1194.212,0.734
2460.000,938.000,2269.155,954.185,0.734
1672.000,754.000,1649.587,768.831,0.734
1584.000,906.000,1560.663,921.275,0.733
1624.000,1316.000,1495.450,1332.582,0.733
296.000,666.000,88.188,681.820,0.733
2196.000,1492.000,2026.047,1516.132,0.733
600.000,504.000,462.658,520.859,0.733
908.000,714.000,806.770,730.850,0.733
2300.000,1092.000,2122.385,1108.893,0.733
1068.000,538.000,1037.365,552.573,0.733
2356.000,898.000,2179.482,913.977,0.733
1140.000,1132.000,1066.876,1147.458,0.733
704.000,954.000,593.010,944.300,0.733
528.000,778.000,373.991,793.169,0.733
1752.000,706.000,1730.963,720.299,0.733
2180.000,1060.000,2035.673,1049.961,0.733
876.000,480.000,852.395,498.200,0.733
1012.000,1260.000,923.539,1274.987,0.733
756.000,506.000,733.256,521.032,0.733
900.000,1364.000,777.575,1378.053,0.733
2412.000,160.000,2201.841,190.760,0.733
1268.000,778.000,1249.607,793.438,0.733
1268.000,1380.000,1145.779,1396.214,0.732
624.000,1534.000,425.980,1549.423,0.732
616.000,1396.000,408.046,1414.112,0.732
780.000,1340.000,669.823,1355.299,0.732
1252.000,1044.000,1222.824,1056.815,0.732
932.000,1300.000,825.929,1314.983,0.732
360.000,658.000,168.909,675.823,0.732
608.000,730.000,469.753,737.476,0.732
1228.000,1108.000,1190.719,1123.280,0.732
900.000,1388.000,773.746,1404.811,0.732
592.000,1582.000,384.145,1600.971,0.732
1480.000,1300.000,1351.201,1313.095,0.732
828.000,1044.000,714.386,1059.114,0.732
360.000,272.000,205.207,320.604,0.731
2324.000,304.000,2130.303,324.760,0.731
608.000,1566.000,406.664,1584.836,0.731
2308.000,1116.000,2133.727,1125.310,0.731
312.000,698.000,104.585,713.709,0.731
2316.000,1028.000,2138.561,1044.202,0.731
696.000,666.000,576.614,680.799,0.731
528.000,762.000,369.703,777.225,0.731
2500.000,400.000,2275.998,425.806,0.731
1744.000,1500.000,1583.728,1533.329,0.731
764.000,456.000,741.229,471.874,0.731
1132.000,996.000,1052.486,987.165,0.731
288.000,1188.000,72.529,1203.607,0.731
1496.000,890.000,1478.343,904.771,0.731
1728.000,996.000,1698.498,1011.166,0.731
2388.000,352.000,2179.811,374.488,0.731
608.000,1534.000,406.801,1550.252,0.730
624.000,1252.000,518.669,1268.862,0.730
592.000,882.000,447.218,896.508,0.730
2420.000,24.000,2195.806,54.682,0.730
1220.000,1614.000,1131.827,1631.144,0.730
2292.000,930.000,2123.335,946.465,0.730
1164.000,1452.000,1098.598,1466.689,0.730
1124.000,1348.000,1020.369,1362.491,0.730
948.000,1236.000,859.046,1253.829,0.730
1992.000,1228.000,1869.747,1243.213,0.730
716.000,1364.000,590.399,1381.183,0.730
312.000,538.000,109.615,553.749,0.730
796.000,1420.000,627.353,1438.700,0.730
1568.000,1324.000,1439.423,1333.438,0.730
1784.000,866.000,1754.095,881.174,0.730
1864.000,48.000,1814.481,74.954,0.730
1252.000,1188.000,1180.739,1202.298,0.730
2460.000,930.000,2268.495,945.367,0.729
256.000,618.000,37.993,632.738,0.729
684.000,778.000,562.823,794.115,0.729
1252.000,544.000,1230.352,561.590,0.729
1544.000,914.000,1521.072,927.616,0.729
1528.000,658.000,1504.971,675.735,0.729
892.000,1212.000,795.294,1226.811,0.729
1568.000,594.000,1546.384,608.468,0.729
1368.000,554.000,1349.900,570.577,0.729
804.000,1180.000,722.083,1195.424,0.729
1260.000,496.000,1237.392,511.597,0.729
860.000,682.000,755.472,697.366,0.728
1164.000,1444.000,1098.942,1458.027,0.728
1092.000,1284.000,994.940,1299.448,0.728
688.000,1196.000,583.840,1210.273,0.728
416.000,858.000,232.814,872.300,0.728
528.000,738.000,371.022,753.846,0.728
1196.000,1470.000,1020.043,1486.674,0.727
908.000,1036.000,794.151,1050.249,0.727
2236.000,794.000,2062.587,864.496,0.727
448.000,794.000,273.456,809.330,0.727
2000.000,1204.000,1878.862,1218.810,0.727
1052.000,1124.000,1012.639,1139.646,0.727
836.000,336.000,812.338,352.069,0.727
804.000,594.000,692.115,608.945,0.727
1360.000,1012.000,1338.789,1026.121,0.727
900.000,842.000,797.959,856.610,0.727
592.000,1462.000,416.578,1480.564,0.727
728.000,1020.000,602.358,1035.345,0.727
1116.000,506.000,1092.524,521.120,0.727
2532.000,240.000,2309.152,264.780,0.727
972.000,1164.000,883.894,1180.595,0.727
264.000,1356.000,41.517,1396.965,0.727
2220.000,1444.000,2052.147,1466.604,0.727
756.000,1516.000,730.496,1532.599,0.727
2516.000,450.000,2301.422,472.632,0.727
408.000,530.000,223.254,545.490,0.726
328.000,96.000,118.760,104.974,0.726
1720.000,714.000,1687.861,728.399,0.726
860.000,464.000,836.724,479.966,0.726
656.000,1180.000,518.182,1198.419,0.726
1512.000,1172.000,1494.593,1204.113,0.726
1480.000,922.000,1456.062,936.564,0.726
2532.000,72.000,2297.802,102.699,0.726
576.000,906.000,430.826,920.384,0.726
1512.000,690.000,1490.804,707.171,0.726
948.000,1068.000,849.948,1082.985,0.726
1416.000,666.000,1399.180,682.065,0.726
804.000,1300.000,685.586,1316.842,0.726
2268.000,1036.000,2099.022,1050.644,0.726
2364.000,176.000,2156.527,202.280,0.726
1520.000,722.000,1502.270,738.134,0.726
1656.000,914.000,1629.952,929.688,0.726
1384.000,914.000,1367.120,929.493,0.726
2500.000,1092.000,2291.160,1106.144,0.726
576.000,1454.000,389.199,1471.981,0.726
272.000,216.000,63.369,239.521,0.725
2228.000,200.000,2051.239,216.045,0.725
1400.000,618.000,1378.524,635.028,0.725
600.000,1028.000,432.638,1046.427,0.725
964.000,1292.000,867.075,1307.251,0.725
1084.000,1076.000,996.197,1091.934,0.725
608.000,546.000,471.921,564.148,0.725
320.000,642.000,117.664,655.944,0.725
2348.000,882.000,2171.658,898.246,0.725
296.000,506.000,88.923,523.455,0.725
1084.000,1276.000,987.868,1290.425,0.725
552.000,874.000,401.133,890.457,0.725
1488.000,448.000,1464.877,463.120,0.725
608.000,794.000,471.635,802.483,0.724
504.000,1574.000,327.945,1590.354,0.724
456.000,152.000,432.527,176.191,0.724
1196.000,1550.000,988.496,1565.683,0.724
1036.000,1228.000,960.717,1242.755,0.724
1244.000,1486.000,1059.889,1503.215,0.724
280.000,1388.000,137.177,1395.607,0.724
648.000,778.000,516.451,794.075,0.724
640.000,522.000,505.931,537.264,0.724
2436.000,554.000,2284.348,586.176,0.724
1260.000,586.000,1238.959,602.409,0.724
1156.000,602.000,1139.601,619.210,0.724
384.000,866.000,189.244,873.942,0.724
608.000,1244.000,503.385,1260.148,0.724
1536.000,1396.000,1407.212,1411.875,0.724
972.000,586.000,950.366,600.989,0.724
2444.000,1076.000,2245.400,1090.675,0.724
1520.000,626.000,1496.747,642.218,0.723
2108.000,176.000,1970.244,160.090,0.723
1584.000,554.000,1560.251,572.340,0.723
1704.000,48.000,1663.406,74.532,0.723
1592.000,714.000,1570.807,727.108,0.723
716.000,1076.000,588.611,1091.462,0.723
1912.000,24.000,1864.740,51.032,0.723
352.000,554.000,158.879,572.909,0.723
1140.000,754.000,1060.395,768.769,0.723
512.000,738.000,352.543,754.550,0.723
688.000,1316.000,582.187,1332.443,0.723
1376.000,996.000,1358.636,1011.557,0.723
1108.000,1044.000,1025.579,1059.388,0.723
1100.000,1204.000,1026.691,1219.766,0.723
1568.000,1332.000,1438.994,1341.480,0.723
2308.000,1012.000,2130.895,1027.211,0.723
2460.000,458.000,2244.111,484.446,0.723
1448.000,882.000,1430.254,897.703,0.722
740.000,778.000,627.927,793.928,0.722
656.000,1244.000,554.600,1260.352,0.722
1268.000,1100.000,1228.858,1115.201,0.722
2356.000,1004.000,2171.873,1019.680,0.722
680.000,1260.000,578.614,1275.177,0.722
1640.000,802.000,1616.529,817.284,0.722
528.000,1092.000,366.219,1107.920,0.722
592.000,730.000,449.768,738.236,0.722
632.000,738.000,502.246,754.418,0.722
1164.000,930.000,1083.142,943.814,0.722
1068.000,1446.000,900.664,1462.549,0.722
940.000,802.000,828.493,835.828,0.722
1124.000,1308.000,1017.314,1326.132,0.722
996.000,1028.000,932.553,1043.353,0.722
1076.000,392.000,1052.620,411.152,0.722
2204.000,1590.000,2034.043,1613.681,0.722
2316.000,48.000,2117.501,79.658,0.722
2372.000,176.000,2165.001,202.707,0.721
724.000,658.000,605.437,674.213,0.721
1472.000,1204.000,1453.697,1219.322,0.721
2252.000,1180.000,2075.870,1188.480,0.721
304.000,472.000,98.403,489.843,0.721
1004.000,1244.000,921.369,1260.198,0.721
772.000,714.000,658.485,728.991,0.721
2500.000,450.000,2284.809,475.221,0.721
1536.000,698.000,1511.752,714.012,0.721
1424.000,930.000,1406.034,943.477,0.721
1408.000,866.000,1391.825,879.579,0.721
1976.000,1404.000,1904.199,1411.105,0.721
2388.000,1132.000,2292.108,1163.495,0.721
392.000,722.000,201.302,738.253,0.721
1076.000,1084.000,988.515,1098.856,0.721
2268.000,40.000,2081.647,71.353,0.721
892.000,1188.000,796.273,1201.420,0.721
648.000,1172.000,512.735,1187.014,0.721
664.000,1462.000,474.013,1492.180,0.721
2308.000,714.000,2153.775,738.399,0.721
2412.000,16.000,2188.916,48.013,0.721
1712.000,16.000,1667.055,41.980,0.721
2236.000,1476.000,2065.990,1499.433,0.720
496.000,1414.000,352.656,1429.462,0.720
780.000,1412.000,612.931,1428.117,0.720
648.000,802.000,519.909,818.400,0.720
1220.000,1100.000,1181.108,1115.947,0.720
1124.000,682.000,1104.919,698.292,0.720
1084.000,650.000,1057.854,681.435,0.720
1100.000,1486.000,914.871,1502.312,0.720
2204.000,152.000,2029.827,176.827,0.720
2116.000,1020.000,1980.535,1035.733,0.720
2308.000,400.000,2121.028,415.167,0.720
704.000,1012.000,582.373,1025.999,0.720
772.000,1324.000,659.754,1341.003,0.720
684.000,1204.000,587.614,1218.356,0.720
2196.000,96.000,2012.087,120.786,0.720
700.000,906.000,579.860,921.767,0.720
2364.000,922.000,2185.580,938.044,0.720
988.000,1132.000,907.655,1148.956,0.720
1424.000,922.000,1406.237,936.539,0.720
748.000,1172.000,657.731,1186.789,0.719
416.000,538.000,232.320,553.734,0.719
900.000,826.000,798.399,841.230,0.719
384.000,1172.000,192.174,1186.698,0.719
948.000,538.000,923.944,553.181,0.719
1236.000,898.000,1210.470,912.696,0.719
900.000,1132.000,806.021,1146.933,0.719
1632.000,482.000,1608.766,500.124,0.719
988.000,1252.000,902.255,1267.224,0.719
676.000,1300.000,578.548,1315.991,0.719
1108.000,1108.000,1067.947,1123.714,0.719
520.000,722.000,362.724,737.454,0.719
1416.000,722.000,1397.823,736.448,0.719
2284.000,1036.000,2107.670,1051.750,0.719
2260.000,1510.000,2084.129,1532.254,0.719
2252.000,40.000,2067.376,71.992,0.719
1504.000,882.000,1486.148,895.363,0.719
2204.000,1420.000,2036.977,1443.117,0.719
616.000,858.000,471.888,870.777,0.719
1888.000,216.000,1896.634,175.677,0.719
376.000,1734.000,320.759,1703.845,0.719
