L_anypoint_x,L_anypoint_y,R_anypoint_x,R_anypoint_y,Confidence
2196.000,1444.000,2026.484,1466.673,0.861
900.000,778.000,803.929,793.860,0.861
2452.000,1068.000,2252.583,1082.235,0.861
1108.000,1404.000,973.850,1419.573,0.861
1260.000,1100.000,1219.851,1115.633,0.861
480.000,738.000,311.974,751.875,0.861
688.000,890.000,566.405,905.226,0.861
1728.000,1052.000,1697.902,1065.478,0.861
1028.000,1220.000,953.128,1235.333,0.861
608.000,914.000,471.278,927.639,0.860
624.000,1004.000,489.660,1019.773,0.860
940.000,1084.000,842.288,1097.672,0.860
2364.000,312.000,2162.523,337.566,0.860
2316.000,304.000,2123.847,327.039,0.860
264.000,208.000,56.561,230.907,0.860
1180.000,1478.000,1002.873,1494.846,0.860
1068.000,1116.000,1029.994,1131.187,0.860
1100.000,1052.000,1018.391,1067.365,0.860
1472.000,24.000,1400.758,48.261,0.860
328.000,538.000,127.552,553.785,0.859
1212.000,1092.000,1174.447,1106.478,0.859
2084.000,996.000,1945.832,1036.286,0.859
2212.000,1484.000,2042.794,1508.146,0.859
860.000,392.000,842.825,432.111,0.859
1164.000,1308.000,1067.419,1324.756,0.859
2356.000,996.000,2173.042,1011.659,0.859
1060.000,392.000,1033.489,406.021,0.859
828.000,586.000,707.892,593.169,0.859
780.000,458.000,756.948,474.173,0.859
280.000,416.000,73.735,431.804,0.858
2460.000,1068.000,2259.268,1082.374,0.858
1832.000,1532.000,1640.745,1532.663,0.858
2008.000,24.000,1984.204,15.832,0.858
1496.000,498.000,1474.669,514.647,0.858
844.000,1260.000,740.351,1278.489,0.858
2452.000,352.000,2234.724,374.640,0.858
1448.000,1076.000,1430.496,1088.590,0.858
1140.000,1148.000,1066.842,1162.568,0.858
1156.000,594.000,1138.990,610.240,0.858
996.000,1292.000,894.461,1307.752,0.858
2292.000,1052.000,2116.030,1067.387,0.858
1400.000,594.000,1377.668,610.937,0.858
1228.000,1332.000,1123.224,1347.351,0.857
400.000,778.000,215.811,794.628,0.857
440.000,818.000,263.470,833.972,0.857
748.000,570.000,635.846,586.801,0.857
868.000,1124.000,774.520,1140.189,0.857
280.000,690.000,69.532,705.861,0.856
2244.000,72.000,2059.361,102.572,0.856
2252.000,1510.000,2076.388,1532.023,0.856
712.000,842.000,593.850,857.923,0.856
892.000,1300.000,782.428,1315.836,0.856
1488.000,16.000,1416.303,39.774,0.856
1328.000,754.000,1312.282,769.940,0.856
772.000,450.000,748.103,465.266,0.856
1100.000,586.000,1074.190,600.910,0.856
884.000,642.000,781.053,657.148,0.856
1488.000,480.000,1457.459,497.607,0.856
948.000,1060.000,850.101,1074.512,0.856
780.000,450.000,756.200,465.690,0.856
1236.000,1020.000,1206.322,1035.022,0.856
624.000,1140.000,487.549,1155.689,0.856
696.000,1196.000,592.922,1210.929,0.856
1260.000,1028.000,1233.168,1042.855,0.856
876.000,858.000,773.650,873.973,0.856
1760.000,56.000,1712.471,81.701,0.855
576.000,650.000,433.448,666.544,0.855
1504.000,360.000,1480.178,375.569,0.855
712.000,850.000,594.075,865.779,0.855
2372.000,474.000,2172.575,488.439,0.855
584.000,674.000,441.596,690.323,0.855
1020.000,1132.000,954.459,1146.078,0.855
440.000,722.000,266.147,738.287,0.855
740.000,1204.000,651.415,1219.104,0.855
672.000,714.000,543.701,730.667,0.855
1244.000,466.000,1219.775,483.307,0.855
1116.000,1316.000,1008.913,1333.076,0.855
884.000,1388.000,755.267,1405.609,0.855
312.000,810.000,104.332,824.847,0.855
1472.000,858.000,1454.466,871.611,0.855
2220.000,128.000,2043.698,151.981,0.855
624.000,746.000,488.867,764.086,0.855
1384.000,1020.000,1365.950,1033.857,0.855
1640.000,1004.000,1613.967,1018.063,0.855
1276.000,304.000,1246.272,320.222,0.855
1712.000,682.000,1679.364,700.177,0.855
584.000,1268.000,479.705,1284.462,0.855
256.000,858.000,37.938,872.575,0.855
408.000,778.000,225.196,794.569,0.855
256.000,450.000,41.683,468.295,0.855
2332.000,1188.000,2147.395,1193.933,0.855
900.000,882.000,798.438,897.435,0.854
704.000,666.000,584.892,680.584,0.854
956.000,1132.000,867.459,1148.134,0.854
1480.000,16.000,1408.951,39.999,0.854
860.000,1036.000,747.692,1051.274,0.854
884.000,520.000,862.603,535.443,0.854
448.000,850.000,272.412,866.887,0.854
1164.000,1036.000,1085.666,1050.668,0.854
1220.000,1228.000,1139.037,1241.814,0.854
1060.000,1348.000,947.521,1364.699,0.854
256.000,866.000,38.942,879.723,0.853
1624.000,722.000,1600.071,736.564,0.853
732.000,474.000,708.716,491.155,0.853
1276.000,698.000,1259.716,715.890,0.853
360.000,810.000,167.705,824.997,0.853
1736.000,400.000,1704.112,422.845,0.853
1448.000,938.000,1431.016,950.840,0.853
1336.000,730.000,1317.987,746.161,0.853
1768.000,834.000,1734.930,850.263,0.853
1164.000,1268.000,1074.659,1283.264,0.853
1252.000,690.000,1234.977,706.999,0.853
852.000,778.000,747.716,792.289,0.853
1368.000,714.000,1350.107,728.766,0.852
416.000,866.000,232.682,881.534,0.852
844.000,560.000,725.913,566.199,0.852
700.000,586.000,582.093,602.702,0.852
1164.000,1340.000,1059.463,1354.512,0.852
2476.000,914.000,2284.501,929.627,0.852
2008.000,1590.000,1879.229,1606.468,0.852
1496.000,360.000,1470.762,375.639,0.852
1736.000,850.000,1704.454,864.995,0.852
608.000,1542.000,406.225,1559.496,0.852
1456.000,922.000,1438.871,935.645,0.852
376.000,232.000,223.141,281.875,0.851
764.000,1108.000,659.515,1123.986,0.851
616.000,512.000,481.576,530.001,0.851
256.000,200.000,46.231,223.159,0.851
1148.000,1012.000,1068.633,1026.680,0.851
1100.000,1404.000,964.133,1420.523,0.851
2012.000,1140.000,1885.471,1172.274,0.851
860.000,842.000,754.920,856.078,0.851
2412.000,922.000,2227.421,938.810,0.851
1268.000,1116.000,1228.797,1130.344,0.851
1536.000,690.000,1511.657,705.821,0.851
488.000,842.000,328.836,858.197,0.851
892.000,1196.000,796.548,1208.606,0.851
1608.000,56.000,1561.376,81.657,0.851
2244.000,1510.000,2067.773,1532.362,0.851
1036.000,1340.000,921.625,1356.540,0.851
1212.000,1276.000,1121.725,1291.429,0.851
720.000,504.000,590.643,511.546,0.851
1212.000,1148.000,1149.902,1162.837,0.851
2444.000,344.000,2229.568,367.854,0.850
608.000,770.000,471.542,777.910,0.850
2316.000,64.000,2118.536,94.212,0.850
464.000,794.000,294.604,810.681,0.850
852.000,464.000,828.578,479.468,0.850
1520.000,1268.000,1392.403,1277.065,0.850
2532.000,48.000,2299.649,78.351,0.850
1472.000,1188.000,1454.511,1201.661,0.850
1440.000,1164.000,1421.474,1178.792,0.850
756.000,466.000,734.542,482.725,0.850
672.000,786.000,545.414,800.657,0.850
312.000,554.000,106.541,568.639,0.850
680.000,842.000,558.524,856.997,0.850
2356.000,320.000,2154.864,346.557,0.850
892.000,834.000,789.696,848.399,0.850
2364.000,1060.000,2179.244,1076.004,0.850
1648.000,810.000,1621.098,825.658,0.849
1244.000,1004.000,1214.014,1019.723,0.849
1044.000,1124.000,1003.757,1139.938,0.849
432.000,826.000,246.332,842.460,0.849
376.000,586.000,190.721,602.363,0.849
940.000,1292.000,836.629,1308.413,0.849
676.000,1220.000,579.729,1234.094,0.849
1424.000,536.000,1401.001,552.318,0.849
376.000,754.000,185.246,770.690,0.849
256.000,650.000,39.880,666.292,0.849
600.000,914.000,463.230,927.853,0.849
1244.000,1236.000,1164.516,1252.329,0.849
748.000,762.000,635.771,776.430,0.849
2460.000,1036.000,2260.899,1051.944,0.849
648.000,1462.000,449.833,1491.571,0.849
1244.000,930.000,1217.986,944.881,0.849
232.000,434.000,15.140,450.523,0.848
1156.000,1196.000,1082.789,1211.882,0.848
1416.000,1044.000,1397.481,1057.894,0.848
368.000,288.000,215.037,337.806,0.848
1624.000,402.000,1591.776,423.378,0.848
672.000,1444.000,521.224,1459.628,0.848
1268.000,698.000,1252.093,716.030,0.848
2212.000,152.000,2036.772,175.428,0.848
264.000,424.000,50.144,440.532,0.848
2524.000,56.000,2291.406,86.398,0.848
1172.000,1028.000,1093.047,1044.182,0.848
1124.000,1260.000,1035.802,1276.033,0.848
2508.000,216.000,2283.862,238.890,0.848
1260.000,1068.000,1234.771,1083.607,0.848
1068.000,384.000,1042.265,400.108,0.848
1076.000,400.000,1051.764,418.157,0.848
552.000,706.000,409.106,712.378,0.847
708.000,1228.000,612.370,1242.534,0.847
1536.000,818.000,1513.706,834.037,0.847
1408.000,1116.000,1322.532,1130.936,0.847
704.000,754.000,586.535,770.951,0.847
2468.000,136.000,2242.326,162.037,0.847
544.000,722.000,392.751,736.574,0.847
700.000,1276.000,602.222,1292.884,0.846
1760.000,706.000,1738.542,721.124,0.846
440.000,650.000,265.987,666.601,0.846
1260.000,1044.000,1233.358,1058.673,0.846
1448.000,770.000,1431.160,784.304,0.846
1276.000,442.000,1251.074,457.903,0.846
2516.000,594.000,2339.267,616.976,0.846
948.000,1308.000,845.046,1324.734,0.846
2364.000,304.000,2162.549,328.919,0.846
820.000,528.000,794.641,542.928,0.846
1456.000,1324.000,1328.247,1337.461,0.846
1512.000,730.000,1493.915,746.549,0.846
1648.000,1260.000,1727.589,1253.688,0.846
1400.000,818.000,1382.390,833.538,0.846
948.000,1276.000,852.171,1291.286,0.846
1488.000,498.000,1466.763,514.233,0.845
352.000,546.000,159.300,561.907,0.845
2436.000,352.000,2221.261,376.676,0.845
656.000,634.000,528.227,649.578,0.845
472.000,818.000,303.931,834.211,0.845
336.000,746.000,137.926,762.543,0.845
1552.000,930.000,1529.746,944.687,0.845
2260.000,272.000,2077.177,298.101,0.845
2220.000,208.000,2042.903,224.309,0.845
1464.000,850.000,1446.153,862.861,0.845
1400.000,938.000,1383.684,953.426,0.845
1988.000,1212.000,1868.031,1227.467,0.845
724.000,706.000,608.934,721.476,0.845
608.000,778.000,470.093,786.198,0.844
836.000,328.000,812.115,343.140,0.844
640.000,1260.000,537.332,1277.876,0.844
1132.000,1068.000,1049.982,1082.535,0.844
900.000,1340.000,786.662,1356.788,0.844
1148.000,762.000,1068.324,776.602,0.844
672.000,1364.000,545.657,1379.969,0.844
1456.000,1100.000,1437.677,1112.913,0.844
240.000,746.000,22.536,761.916,0.844
1360.000,1020.000,1338.730,1034.014,0.844
868.000,858.000,763.375,873.363,0.844
2532.000,224.000,2307.808,248.446,0.844
232.000,746.000,14.416,763.348,0.844
472.000,778.000,303.528,791.574,0.844
1592.000,730.000,1569.891,745.143,0.844
1464.000,1268.000,1336.938,1285.324,0.844
1416.000,530.000,1394.826,545.466,0.844
772.000,1284.000,666.455,1298.900,0.844
1220.000,1140.000,1179.908,1154.502,0.844
1092.000,1292.000,992.845,1307.381,0.844
1456.000,1156.000,1437.723,1169.804,0.843
836.000,1348.000,717.687,1362.498,0.843
2300.000,208.000,2108.552,234.514,0.843
1196.000,1132.000,1155.280,1146.697,0.843
408.000,690.000,232.164,705.826,0.843
1472.000,1284.000,1344.240,1298.511,0.843
400.000,698.000,214.113,712.707,0.843
1116.000,1252.000,1026.956,1266.674,0.843
536.000,866.000,381.984,880.682,0.842
576.000,890.000,433.083,905.534,0.842
1204.000,762.000,1131.332,776.495,0.842
908.000,1332.000,796.927,1347.854,0.842
656.000,642.000,529.057,657.866,0.842
860.000,472.000,837.832,488.884,0.842
2356.000,930.000,2178.302,946.372,0.842
1424.000,498.000,1398.891,516.745,0.842
2292.000,320.000,2107.130,338.349,0.842
1044.000,1340.000,930.592,1356.522,0.842
2412.000,144.000,2197.340,174.340,0.841
948.000,530.000,924.224,546.870,0.841
256.000,474.000,41.031,491.724,0.841
1464.000,1284.000,1337.778,1296.967,0.841
2260.000,40.000,2074.532,71.856,0.841
788.000,1340.000,676.689,1355.124,0.841
900.000,496.000,877.090,513.365,0.841
2476.000,922.000,2282.824,936.754,0.841
1028.000,1100.000,994.298,1114.229,0.841
1408.000,570.000,1385.223,585.394,0.841
312.000,626.000,110.474,643.759,0.841
1012.000,1124.000,947.901,1138.997,0.841
1504.000,496.000,1483.581,514.088,0.840
240.000,472.000,22.653,488.542,0.840
1456.000,1300.000,1328.122,1313.441,0.840
852.000,914.000,745.335,929.668,0.840
1688.000,56.000,1638.621,79.971,0.840
624.000,544.000,490.314,561.648,0.840
512.000,842.000,352.983,858.261,0.840
876.000,1300.000,765.124,1316.263,0.839
1108.000,1502.000,916.375,1518.649,0.839
1140.000,1260.000,1051.491,1276.220,0.839
1616.000,402.000,1585.665,425.313,0.839
1188.000,1196.000,1115.375,1210.094,0.839
640.000,552.000,510.380,570.220,0.839
1896.000,24.000,1849.229,51.262,0.839
1084.000,602.000,1061.827,615.847,0.839
1068.000,1156.000,995.162,1171.303,0.839
1760.000,698.000,1738.177,712.682,0.839
1268.000,1052.000,1244.472,1067.816,0.839
496.000,626.000,353.118,666.737,0.839
1384.000,410.000,1359.254,425.841,0.839
2380.000,466.000,2179.769,481.333,0.839
1456.000,1172.000,1437.669,1189.528,0.839
804.000,1172.000,722.732,1187.122,0.839
1576.000,1332.000,1447.155,1341.318,0.838
732.000,1508.000,709.233,1522.698,0.838
1228.000,996.000,1197.958,1011.098,0.838
2476.000,232.000,2252.468,258.270,0.838
1600.000,56.000,1553.666,82.189,0.838
1608.000,546.000,1584.996,562.060,0.838
1640.000,938.000,1615.918,951.659,0.838
1220.000,988.000,1191.212,1002.973,0.838
740.000,474.000,716.785,490.355,0.838
376.000,762.000,186.050,779.125,0.838
1132.000,1332.000,1026.662,1346.189,0.838
756.000,1012.000,635.574,1027.777,0.838
1640.000,32.000,1598.653,56.253,0.838
1004.000,1284.000,901.859,1299.930,0.838
2372.000,304.000,2170.487,329.147,0.838
884.000,842.000,780.222,857.786,0.838
416.000,826.000,230.886,842.722,0.837
692.000,1036.000,571.599,1051.670,0.837
240.000,546.000,23.286,562.751,0.837
2340.000,1044.000,2153.546,1061.221,0.837
352.000,530.000,159.612,546.272,0.837
2420.000,922.000,2235.298,938.979,0.837
384.000,458.000,185.081,448.463,0.837
1236.000,1036.000,1206.611,1052.866,0.837
320.000,786.000,118.343,801.754,0.837
496.000,842.000,337.028,858.287,0.837
656.000,650.000,528.044,665.326,0.837
1640.000,48.000,1597.969,74.103,0.837
2324.000,392.000,2134.109,409.030,0.837
844.000,1204.000,741.544,1220.503,0.836
1872.000,24.000,1823.153,51.508,0.836
1904.000,24.000,1856.454,50.354,0.836
772.000,722.000,660.312,737.548,0.836
352.000,738.000,158.090,754.718,0.836
1544.000,538.000,1502.107,555.091,0.836
2388.000,1076.000,2195.198,1092.467,0.836
624.000,754.000,489.822,769.830,0.836
1124.000,1236.000,1037.313,1251.556,0.836
2388.000,466.000,2188.519,480.145,0.836
852.000,1036.000,740.531,1051.313,0.836
2204.000,1484.000,2035.809,1508.175,0.836
1244.000,690.000,1226.209,706.696,0.835
456.000,1020.000,336.746,1036.444,0.835
696.000,570.000,577.283,587.243,0.835
272.000,1036.000,57.373,1050.651,0.835
1552.000,922.000,1529.861,937.528,0.835
2460.000,264.000,2236.146,294.019,0.835
1260.000,1340.000,1147.595,1355.281,0.835
1672.000,64.000,1622.399,89.338,0.835
2300.000,104.000,2108.047,128.665,0.835
1616.000,1332.000,1486.527,1346.753,0.835
1276.000,746.000,1258.544,762.358,0.835
2324.000,1108.000,2139.753,1116.139,0.835
272.000,922.000,96.933,905.441,0.835
296.000,842.000,86.592,857.349,0.835
844.000,626.000,739.434,642.132,0.835
1432.000,1116.000,1414.031,1130.865,0.835
1616.000,48.000,1568.328,72.908,0.835
2292.000,184.000,2101.584,209.523,0.834
2516.000,996.000,2316.043,1011.706,0.834
584.000,1244.000,473.626,1259.646,0.834
2316.000,1180.000,2132.149,1186.025,0.834
704.000,794.000,584.280,808.473,0.834
1448.000,1124.000,1429.542,1138.873,0.834
1228.000,1292.000,1134.621,1306.701,0.834
464.000,730.000,297.271,744.226,0.834
632.000,996.000,497.896,1012.522,0.834
1408.000,938.000,1390.807,951.778,0.834
892.000,930.000,788.657,945.514,0.834
2436.000,288.000,2219.371,313.258,0.834
1784.000,1284.000,1646.488,1299.782,0.834
544.000,818.000,392.340,831.418,0.834
980.000,1164.000,893.107,1180.377,0.833
400.000,754.000,216.944,769.895,0.833
716.000,1132.000,637.232,1146.559,0.833
876.000,922.000,771.610,937.863,0.833
576.000,898.000,432.530,912.684,0.833
1632.000,1390.000,1502.839,1403.573,0.833
264.000,914.000,48.192,929.703,0.833
740.000,1004.000,617.943,1019.182,0.833
868.000,458.000,842.982,472.624,0.833
1212.000,1116.000,1172.760,1131.292,0.833
640.000,690.000,511.515,706.169,0.833
884.000,754.000,778.930,770.371,0.833
748.000,474.000,724.532,490.683,0.833
1640.000,988.000,1613.871,1001.206,0.833
704.000,746.000,585.997,762.477,0.833
320.000,256.000,105.280,264.968,0.833
2292.000,144.000,2099.232,169.210,0.833
2124.000,1252.000,1988.570,1258.063,0.833
440.000,826.000,254.298,840.233,0.833
1236.000,1044.000,1205.951,1057.969,0.832
732.000,1196.000,642.145,1210.156,0.832
592.000,906.000,448.759,921.905,0.832
1728.000,1028.000,1697.547,1041.896,0.832
264.000,602.000,47.734,616.834,0.832
804.000,1364.000,685.047,1379.370,0.832
1392.000,988.000,1376.461,1002.151,0.832
1220.000,1340.000,1116.694,1355.759,0.832
740.000,1188.000,650.236,1202.222,0.832
836.000,1244.000,731.561,1261.494,0.832
416.000,746.000,239.471,763.729,0.832
2188.000,1436.000,2019.390,1458.365,0.832
1728.000,850.000,1696.221,865.121,0.832
900.000,1116.000,803.796,1130.515,0.832
2476.000,136.000,2251.697,161.795,0.832
1496.000,754.000,1477.679,769.293,0.832
248.000,280.000,33.615,298.014,0.832
1172.000,1044.000,1092.590,1059.259,0.832
1244.000,1276.000,1154.872,1290.903,0.832
1792.000,72.000,1741.757,96.838,0.832
1092.000,1156.000,1022.866,1170.769,0.831
1036.000,1108.000,998.352,1122.282,0.831
1260.000,1060.000,1235.944,1075.224,0.831
1392.000,1004.000,1374.779,1018.462,0.831
748.000,850.000,627.513,864.154,0.831
264.000,506.000,48.409,522.113,0.831
2276.000,1076.000,2099.176,1090.990,0.831
1132.000,1076.000,1050.660,1090.919,0.831
676.000,410.000,652.948,425.074,0.831
1252.000,714.000,1234.309,730.288,0.831
836.000,1220.000,729.034,1236.330,0.831
876.000,504.000,853.515,520.922,0.831
1068.000,1292.000,966.568,1306.583,0.831
168.000,56.000,145.249,241.235,0.830
312.000,474.000,110.014,492.556,0.830
748.000,490.000,724.415,506.716,0.830
440.000,746.000,263.931,763.740,0.830
724.000,754.000,606.363,769.937,0.830
2236.000,200.000,2059.049,216.830,0.830
2500.000,442.000,2285.639,465.664,0.830
1124.000,610.000,1105.873,627.116,0.830
1252.000,530.000,1228.016,547.672,0.830
1704.000,280.000,1656.897,301.948,0.830
344.000,810.000,145.054,826.143,0.830
1464.000,1044.000,1446.208,1057.333,0.830
1544.000,922.000,1521.592,937.862,0.829
716.000,866.000,597.111,880.902,0.829
264.000,1028.000,47.624,1042.684,0.829
592.000,714.000,454.447,720.928,0.829
836.000,1276.000,729.645,1292.534,0.829
1132.000,602.000,1114.585,618.972,0.829
1052.000,1340.000,937.956,1356.138,0.829
2436.000,538.000,2283.952,571.232,0.829
1432.000,810.000,1414.099,825.908,0.829
972.000,1132.000,882.323,1148.302,0.829
488.000,738.000,322.412,753.136,0.829
1464.000,360.000,1439.894,377.248,0.829
2436.000,176.000,2213.508,206.821,0.829
1268.000,1172.000,1196.619,1186.241,0.829
1252.000,682.000,1235.023,699.409,0.828
1244.000,1028.000,1214.165,1043.991,0.828
1400.000,554.000,1374.667,572.028,0.828
1472.000,1196.000,1454.275,1211.076,0.828
272.000,586.000,56.663,601.295,0.828
1116.000,1196.000,1041.672,1211.099,0.828
640.000,1574.000,433.072,1592.010,0.828
1188.000,626.000,1170.023,643.271,0.828
1504.000,746.000,1487.325,762.064,0.828
304.000,698.000,96.357,714.390,0.828
1584.000,32.000,1535.930,57.217,0.828
688.000,770.000,568.228,786.789,0.828
392.000,754.000,207.164,771.299,0.828
2412.000,104.000,2196.956,134.872,0.828
1992.000,1236.000,1880.138,1268.229,0.828
2172.000,988.000,2027.424,1002.988,0.828
1012.000,1028.000,947.991,1042.576,0.828
932.000,1260.000,838.173,1276.503,0.828
120.000,1172.000,125.298,1164.463,0.828
764.000,1516.000,737.995,1533.098,0.827
2252.000,64.000,2068.214,94.404,0.827
1244.000,778.000,1226.516,794.218,0.827
544.000,762.000,392.015,778.473,0.827
1060.000,1124.000,1022.306,1139.163,0.827
1020.000,1188.000,947.253,1203.635,0.827
1664.000,376.000,1639.783,394.076,0.827
256.000,464.000,41.636,481.251,0.827
1068.000,1428.000,907.095,1441.988,0.827
536.000,786.000,382.719,801.964,0.827
1600.000,1308.000,1471.352,1322.284,0.827
916.000,1148.000,827.121,1164.856,0.827
1584.000,1324.000,1454.832,1334.659,0.827
988.000,1300.000,884.973,1315.703,0.827
2300.000,1076.000,2126.409,1091.188,0.826
1004.000,1332.000,890.967,1347.707,0.826
2244.000,1542.000,2083.706,1590.986,0.826
2284.000,1124.000,2107.104,1139.908,0.826
1108.000,1364.000,998.449,1381.905,0.826
1068.000,1348.000,955.911,1365.960,0.826
892.000,850.000,789.349,866.005,0.826
700.000,1020.000,579.575,1034.916,0.826
1164.000,1156.000,1090.274,1171.167,0.826
908.000,930.000,802.402,945.287,0.826
1400.000,1204.000,1314.529,1219.069,0.826
1068.000,1324.000,962.062,1338.070,0.826
788.000,578.000,678.057,594.526,0.826
1504.000,472.000,1478.181,490.178,0.826
2252.000,1100.000,2075.818,1115.417,0.826
2284.000,32.000,2093.276,61.440,0.826
448.000,874.000,271.931,889.621,0.826
1424.000,1156.000,1405.866,1171.432,0.826
1504.000,1084.000,1485.082,1099.861,0.826
996.000,1156.000,924.111,1169.461,0.826
432.000,754.000,255.239,771.116,0.826
1728.000,1012.000,1696.651,1028.488,0.826
1392.000,1020.000,1375.317,1037.148,0.826
972.000,1244.000,882.483,1259.906,0.825
1568.000,1260.000,1490.730,1279.247,0.825
1020.000,1260.000,932.128,1274.666,0.825
616.000,1012.000,479.766,1027.269,0.825
624.000,554.000,489.563,570.885,0.825
304.000,562.000,97.485,576.537,0.824
248.000,458.000,32.965,474.970,0.824
368.000,240.000,218.256,289.738,0.824
1480.000,1276.000,1353.163,1290.035,0.824
1632.000,474.000,1609.481,491.308,0.824
1544.000,1236.000,1471.458,1251.927,0.824
720.000,1084.000,590.640,1099.646,0.824
1140.000,1236.000,1052.456,1252.125,0.824
536.000,730.000,382.727,745.832,0.824
256.000,578.000,39.107,592.130,0.824
876.000,392.000,861.436,432.694,0.824
256.000,506.000,37.857,520.494,0.824
988.000,1212.000,914.637,1225.477,0.824
1624.000,1390.000,1495.010,1404.120,0.824
488.000,802.000,322.432,818.796,0.823
512.000,874.000,351.744,890.173,0.823
528.000,1116.000,368.496,1131.136,0.823
1512.000,1076.000,1493.309,1089.531,0.823
504.000,1566.000,327.488,1581.509,0.823
344.000,746.000,145.892,763.385,0.823
812.000,1364.000,690.305,1381.099,0.823
392.000,562.000,207.306,577.401,0.823
1124.000,1332.000,1018.106,1347.612,0.823
1888.000,32.000,1842.079,59.304,0.822
1504.000,690.000,1480.803,706.747,0.822
1092.000,424.000,1067.679,440.940,0.822
2508.000,450.000,2293.385,472.671,0.822
2396.000,352.000,2186.644,376.044,0.822
964.000,1076.000,869.488,1090.706,0.822
844.000,1244.000,739.567,1261.875,0.822
1352.000,754.000,1334.140,771.331,0.822
868.000,1100.000,774.242,1115.182,0.822
512.000,786.000,353.405,803.064,0.822
2252.000,72.000,2067.602,102.486,0.822
836.000,514.000,813.850,531.117,0.822
892.000,698.000,789.780,713.201,0.822
964.000,586.000,941.329,602.330,0.822
584.000,528.000,448.025,553.098,0.822
632.000,988.000,497.290,1003.297,0.821
1068.000,602.000,1045.725,617.263,0.821
1076.000,1108.000,1038.583,1122.895,0.821
1092.000,1148.000,1023.107,1163.939,0.821
24.000,1822.000,33.065,1807.888,0.821
908.000,922.000,803.472,937.150,0.821
2308.000,1004.000,2131.027,1019.876,0.821
256.000,498.000,37.879,512.538,0.821
1028.000,1156.000,957.091,1172.005,0.821
1084.000,522.000,1062.720,536.775,0.821
1172.000,1284.000,1077.509,1299.399,0.821
2532.000,256.000,2309.029,279.407,0.821
248.000,930.000,31.153,944.070,0.820
1416.000,658.000,1398.273,674.997,0.820
1632.000,1196.000,1607.111,1187.670,0.820
1252.000,578.000,1229.742,593.256,0.820
1156.000,898.000,1077.864,912.631,0.820
1132.000,1404.000,1004.522,1419.192,0.820
924.000,528.000,902.027,544.453,0.820
360.000,376.000,166.913,392.176,0.820
1092.000,594.000,1069.384,607.942,0.820
2244.000,1100.000,2068.694,1116.121,0.820
764.000,480.000,738.929,495.922,0.820
1456.000,1268.000,1330.534,1283.222,0.820
1664.000,746.000,1640.084,761.391,0.820
1656.000,802.000,1631.904,816.904,0.820
740.000,1340.000,618.792,1356.922,0.820
708.000,1292.000,613.359,1308.727,0.820
1536.000,1380.000,1408.049,1394.883,0.820
884.000,512.000,862.798,528.162,0.820
1092.000,1220.000,1006.477,1235.739,0.819
1148.000,1132.000,1075.067,1146.814,0.819
868.000,786.000,763.348,802.039,0.819
1640.000,40.000,1598.576,66.230,0.819
528.000,376.000,350.347,369.857,0.819
272.000,866.000,54.545,883.354,0.819
1496.000,738.000,1477.402,752.273,0.819
1680.000,416.000,1649.431,441.023,0.818
2188.000,1428.000,2020.323,1452.002,0.818
1164.000,1324.000,1061.214,1339.611,0.818
1536.000,834.000,1513.871,853.152,0.818
740.000,1020.000,618.064,1035.277,0.818
648.000,698.000,519.349,713.889,0.818
2020.000,1148.000,1893.409,1179.722,0.818
2500.000,746.000,2388.578,818.891,0.818
2444.000,256.000,2221.003,285.594,0.818
796.000,594.000,685.370,608.146,0.818
1576.000,754.000,1553.014,769.097,0.818
1060.000,1212.000,985.503,1227.696,0.818
408.000,1148.000,224.815,1165.342,0.818
1560.000,770.000,1534.510,783.784,0.817
616.000,714.000,480.082,721.791,0.817
2284.000,176.000,2093.845,198.886,0.817
336.000,826.000,134.333,843.486,0.817
600.000,866.000,455.152,881.276,0.817
320.000,466.000,119.700,482.927,0.817
512.000,1758.000,303.941,1725.648,0.817
892.000,1582.000,718.690,1590.493,0.817
852.000,1044.000,740.263,1059.143,0.817
2460.000,1028.000,2260.216,1044.302,0.817
1052.000,1220.000,977.363,1235.763,0.817
576.000,850.000,432.736,865.687,0.817
312.000,522.000,110.091,536.397,0.817
916.000,1164.000,828.630,1180.814,0.817
1552.000,618.000,1529.421,634.837,0.816
2012.000,1148.000,1885.472,1179.733,0.816
512.000,1750.000,304.319,1717.430,0.816
2348.000,1196.000,2161.217,1201.237,0.816
1408.000,562.000,1383.479,579.547,0.816
1228.000,1044.000,1196.145,1058.900,0.816
988.000,1092.000,899.245,1106.992,0.816
1360.000,1060.000,1344.232,1075.303,0.816
1060.000,1268.000,964.921,1283.020,0.816
1432.000,1164.000,1413.977,1179.370,0.816
2284.000,1028.000,2107.413,1043.601,0.816
1244.000,1340.000,1134.081,1355.908,0.816
368.000,754.000,175.410,770.787,0.816
392.000,698.000,208.652,714.179,0.816
1132.000,1340.000,1028.081,1354.130,0.816
504.000,690.000,345.091,706.636,0.815
680.000,544.000,559.891,552.491,0.815
1044.000,1412.000,891.672,1427.550,0.815
764.000,1324.000,651.155,1340.426,0.815
700.000,1356.000,578.137,1372.025,0.815
1576.000,762.000,1552.257,776.148,0.815
1212.000,626.000,1196.027,641.137,0.815
432.000,746.000,254.515,762.337,0.815
1456.000,1140.000,1439.203,1157.354,0.815
2276.000,184.000,2086.721,208.684,0.814
